seed,value,params,trial_number,batch_size,n_steps,gamma,lr,ent_coef,cliprange,noptepochs,lamdba,max_grad_norm,vf_coef,cliprange_vf
0,5.374463081359863,"{'batch_size': 512, 'n_steps': 8, 'gamma': 0.999, 'lr': 0.7728085659881164, 'ent_coef': 1.8837265931618935e-08, 'cliprange': 0.1, 'noptepochs': 10, 'lamdba': 0.95, 'max_grad_norm': 0.613700105949667, 'vf_coef': 0.03913225309317203, 'cliprange_vf': 0.12234262759566372}",10,512,8,0.999,0.7728085659881164,1.8837265931618935e-08,0.1,10,0.95,0.613700105949667,0.03913225309317203,0.12234262759566372
0,-1.1772875785827637,"{'batch_size': 8, 'n_steps': 2048, 'gamma': 0.95, 'lr': 2.8387785917877355e-05, 'ent_coef': 0.07829898512098388, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.8, 'max_grad_norm': 0.48811411339965666, 'vf_coef': 0.6393929250348792, 'cliprange_vf': 0.0006023417285980492}",11,8,2048,0.95,2.8387785917877355e-05,0.07829898512098388,0.1,50,0.8,0.48811411339965666,0.6393929250348792,0.0006023417285980492
0,-4.529603958129883,"{'batch_size': 512, 'n_steps': 2048, 'gamma': 0.95, 'lr': 1.3438911361920557e-05, 'ent_coef': 0.0848548010241097, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.99, 'max_grad_norm': 0.5413707791031842, 'vf_coef': 0.6424807453752971, 'cliprange_vf': 0.009526212834701953}",12,512,2048,0.95,1.3438911361920557e-05,0.0848548010241097,0.1,50,0.99,0.5413707791031842,0.6424807453752971,0.009526212834701953
0,-7.248578071594238,"{'batch_size': 8, 'n_steps': 2048, 'gamma': 0.995, 'lr': 1.871856076280951e-05, 'ent_coef': 1.3856376800905896e-08, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.98, 'max_grad_norm': 0.5048020605179238, 'vf_coef': 0.6229884461381874, 'cliprange_vf': 0.009776889273597319}",13,8,2048,0.995,1.871856076280951e-05,1.3856376800905896e-08,0.1,50,0.98,0.5048020605179238,0.6229884461381874,0.009776889273597319
0,-7.283456325531006,"{'batch_size': 256, 'n_steps': 2048, 'gamma': 0.995, 'lr': 1.0344432826442774e-05, 'ent_coef': 1.5913494872791018e-08, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.98, 'max_grad_norm': 0.5477362736679464, 'vf_coef': 0.5852882307422651, 'cliprange_vf': 0.005032298733992544}",14,256,2048,0.995,1.0344432826442774e-05,1.5913494872791018e-08,0.1,50,0.98,0.5477362736679464,0.5852882307422651,0.005032298733992544
0,-7.2363715171813965,"{'batch_size': 256, 'n_steps': 2048, 'gamma': 0.995, 'lr': 5.2718079935220626e-05, 'ent_coef': 1.301425392544066e-08, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.98, 'max_grad_norm': 0.6899097247244776, 'vf_coef': 0.5174289592459774, 'cliprange_vf': 0.0499527109769977}",15,256,2048,0.995,5.2718079935220626e-05,1.301425392544066e-08,0.1,50,0.98,0.6899097247244776,0.5174289592459774,0.0499527109769977
0,-7.225325107574463,"{'batch_size': 256, 'n_steps': 128, 'gamma': 0.995, 'lr': 9.183942094376075e-05, 'ent_coef': 1.406435627775724e-07, 'cliprange': 0.1, 'noptepochs': 20, 'lamdba': 0.98, 'max_grad_norm': 0.7083913512734403, 'vf_coef': 0.5084862992901812, 'cliprange_vf': 0.07823270350399247}",16,256,128,0.995,9.183942094376075e-05,1.406435627775724e-07,0.1,20,0.98,0.7083913512734403,0.5084862992901812,0.07823270350399247
0,0.7876356244087219,"{'batch_size': 256, 'n_steps': 128, 'gamma': 0.995, 'lr': 0.00010441719425930063, 'ent_coef': 2.5861547434976173e-07, 'cliprange': 0.4, 'noptepochs': 20, 'lamdba': 0.92, 'max_grad_norm': 0.34410481309256874, 'vf_coef': 0.15734055331410524, 'cliprange_vf': 0.17104874484705523}",17,256,128,0.995,0.00010441719425930063,2.5861547434976173e-07,0.4,20,0.92,0.34410481309256874,0.15734055331410524,0.17104874484705523
0,-4.607386112213135,"{'batch_size': 256, 'n_steps': 512, 'gamma': 0.98, 'lr': 0.0018056915412067562, 'ent_coef': 1.0512881007829313e-07, 'cliprange': 0.4, 'noptepochs': 10, 'lamdba': 0.92, 'max_grad_norm': 0.35759924142844607, 'vf_coef': 0.11432650272593914, 'cliprange_vf': 0.17419825745665307}",18,256,512,0.98,0.0018056915412067562,1.0512881007829313e-07,0.4,10,0.92,0.35759924142844607,0.11432650272593914,0.17419825745665307
0,1.551088571548462,"{'batch_size': 256, 'n_steps': 512, 'gamma': 0.98, 'lr': 0.0013885064608455601, 'ent_coef': 5.144105592976293e-08, 'cliprange': 0.1, 'noptepochs': 30, 'lamdba': 0.98, 'max_grad_norm': 0.3964268072484489, 'vf_coef': 0.8195227433824634, 'cliprange_vf': 0.20487120298548878}",19,256,512,0.98,0.0013885064608455601,5.144105592976293e-08,0.1,30,0.98,0.3964268072484489,0.8195227433824634,0.20487120298548878
